,name,latitude,longitude,address
200,동국대학교일산불교병원,37.4109175,127.2601723,"45 Gwangju-daero, Gyengan-dong, Gwangju-si, Gyeonggi-do, South Korea"
201,국민건강보험공단 일산병원,37.604672,127.145091,"674-3 Inchang-dong, Guri-si, Gyeonggi-do, South Korea"
202,일산복음병원,37.6012,127.1323701,"153 Gyeongchun-ro, Gyomun 1(il)-dong, Guri-si, Gyeonggi-do, South Korea"
203,과천시보건소,37.3586521,126.9472959,"591 Gunpo-ro, Dang-dong, Gunpo-si, Gyeonggi-do, South Korea"
204,광명성애병원,37.3593502,126.9335886,"321 Sanbon-ro, Gwangjeong-dong, Gunpo-si, Gyeonggi-do, South Korea"
205,광명시보건소,37.3331179,126.9259534,"221 Gunpo-ro, Gunpo 2(i)-dong, Gunpo-si, Gyeonggi-do, South Korea"
206,광주시보건소,37.6323275,126.7107438,"389-15 Geolpo-dong, Gimpo-si, Gyeonggi-do, South Korea"
207,참조은병원,37.6410478,126.6598319,"283 Gimpohangang 3-ro, Janggi-dong, Gimpo-si, Gyeonggi-do, South Korea"
208,구리시보건소,37.62369,126.72291,"108 Saujung-ro, Sau-dong, Gimpo-si, Gyeonggi-do, South Korea"
209,한양대학교구리병원,37.6236541,127.2099518,"South Korea, 경기 남양주시 금곡동 1085"
210,효신의료재단 지샘병원,37.6823025,127.2044164,"South Korea, Gyeonggi-do, Namyangju-si, Onam-eup, Onam-ri, 570"
211,원광대학교 산본병원,37.6402518,127.0285046,"463-44 Beon-dong, Gangbuk-gu, Seoul, South Korea"
212,군포시보건소,37.896579,127.0516751,"714-9 Saengyeon-dong, Dongducheon-si, Gyeonggi-do, South Korea"
213,김포우리병원,37.4941654,126.7809774,"16 Oksan-ro 10beon-gil, Jung 2(i)-dong, Bucheon-si, Gyeonggi-do, South Korea"
214,뉴고려병원,37.528259,126.796405,"129 Ojeong-dong, Ojeong-gu, Bucheon-si, Gyeonggi-do, South Korea"
